org_name,org_link,org_gsoc_link,project_details_link,technology,topics,project_details
The Julia Language,https://julialang.org,https://summerofcode.withgoogle.com/programs/2023/organizations/the-julia-language,https://summerofcode.withgoogle.com/programs/2023/projects/evbn3Ded,"mysql, postgresql, github, julia, MLJ, FunSQL, mimic","databases, machine learning, apis, data analysis, OMOP CDM, Cohorts","Working with the OMOP CDM (Observational Medical Outcomes Partnership Common Data Model) involves handling large datasets that require a set of tools for extracting the necessary data efficiently. The first part of the project focuses on improving JuliaHealth's infrastructure by increasing the range of tools available to users. This involves enabling connections to various databases, and working with observational health data.
Our second goal is to leverage the capacity built in the previous phase to develop a comprehensive framework for patient-level prediction. This framework will predict patient cohort outcomes with given treatments and will be tested on the mimic iii data, and potentially on real aggregated and anonymized patient data."
The Julia Language,https://julialang.org,https://summerofcode.withgoogle.com/programs/2023/organizations/the-julia-language,https://summerofcode.withgoogle.com/programs/2023/projects/JsXkj2fK,"mpi, julia, BLAS, LAPACK","high performance computing, numerical linear algebra, Distributed algorithms","This proposal intends to implement a distributed array for the Dagger.jl package, loosely inspired on DistributedArrays.jl and improving on the current baseline implementation of the Dagger.jl distributed array object, possibly via a complete overhaul, including support for the MPI subpackage, as well as known factorization algorithms and schemes such as QR, LQ, LU with partial pivoting, and SVD. The basic array operations will take as a basis the Basic Linear Algebra Subprograms, using julia native implementations. The main products of this will be a basic but very functional and helpful set of distributed operations for high performance algebra and array manipulations in conjunction with the finished implementation for the MPI subpackage of Dagger.jl."
The Julia Language,https://julialang.org,https://summerofcode.withgoogle.com/programs/2023/organizations/the-julia-language,https://summerofcode.withgoogle.com/programs/2023/projects/PvLbxUqE,"javascript, html, julia, css, SCSS","web development, documentation generation",The goal of this project is to improve the user experience of search functionality provided by Documenter.jl by building an intelligent search system that will enable users to easily and quickly find the information they need. The system will use various pre-processing techniques and search algorithms to provide accurate search results and suggestions for related content.
The Julia Language,https://julialang.org,https://summerofcode.withgoogle.com/programs/2023/organizations/the-julia-language,https://summerofcode.withgoogle.com/programs/2023/projects/upstR7K2,"julia, Trixi.jl, CUDA.jl","gpu computing, Numerical Analysis, PDE","GPU computing provides substantial performance gains over CPU-based methods for computationally demanding tasks. Trixi.jl, a Julia numerical simulation framework for hyperbolic conservation laws, currently lacks native GPU support. This project aims to accelerate PDE discretization in Trixi.jl using GPUs via CUDA.jl. Key subtasks include developing a simple 1D CPU code, extending it to 2D and 3D, porting it to GPUs, prototyping GPU implementations of existing Trixi.jl kernels, optimizing data transfer, and expanding GPU support for more complex methods and GPU types. The final deliverable will offer high-performance PDE solvers on GPUs, showcasing the benefits of GPU acceleration in Trixi.jl."
The Julia Language,https://julialang.org,https://summerofcode.withgoogle.com/programs/2023/organizations/the-julia-language,https://summerofcode.withgoogle.com/programs/2023/projects/iRxuzeGJ,"julia, rest, MLJ, MLflow","machine learning, Experiment Tracking, ML Operations, ML Lifecycle","MLFlowClient.jl lacks of updates regarding new features coming from the original Python package. Some effort is needed to ensure new version methods. My plan is to implement that novel features using pure Julia, increasing compatibility; and also new functionality to allow communication with MLJ."
The Julia Language,https://julialang.org,https://summerofcode.withgoogle.com/programs/2023/organizations/the-julia-language,https://summerofcode.withgoogle.com/programs/2023/projects/9CtYsOxH,"julia, FEM, NonconvexOptimization, TopOpt","scientific computing, numerical methods, Finite Element Method, Topology Optimization, Mathematical Engineering","TopOpt.jl currently supports only linear elastic type problems (meaning a limited set of physics), but, naturally, several other sorts of topology optimization problems are of great interest to practitioners in engineering and product design, namely thermal and fluid flow compliance. Beyond that even, multiphysics problems combining several of these effects are of interest as well.

So, we would like to implement and include these sets of physics and the related topology optimization problems in the package. Specifically, we will

- implement the necessary numerical backend features to support thermal compliance and rudimentary fluid flow problems, increasing the available feature set,
- implement appropriate front-end features to make use thereof, following the package's existing methodology,
- and, as a reach, I would like to work on combining some of the above and propose a method for introducing multiphysics capabilities in some capacity.

Of course, this all will be documented and tested alongside existing examples from relevant surveys/ the seminal papers."
The Julia Language,https://julialang.org,https://summerofcode.withgoogle.com/programs/2023/organizations/the-julia-language,https://summerofcode.withgoogle.com/programs/2023/projects/feWjPxcW,"r, julia","big data, data science, statistics, data analysis, Packages, Survey analysis, Surveys","Survey.jl is a Julia package for survey analysis inspired by the R package 'survey'. It aims to address the unique challenges associated with the analysis of large survey datasets, such as weighting, clustering, and stratification.

I will be completing the implementation of generalized linear models, adding support for more complex survey types, creating helper functions as needed, and helping to refactor parts of the codebase."
The Julia Language,https://julialang.org,https://summerofcode.withgoogle.com/programs/2023/organizations/the-julia-language,https://summerofcode.withgoogle.com/programs/2023/projects/oJe84fwV,julia,optimization,"The main task of this project is to implement a modern Bayesian optimization method TuRBO in Julia, extending BayesianOptimization.jl package. The implementation will be based on paper [1]. It will be well tested, documented and integrated into the above mentioned package.
The Julia ecosystem and open source community will benefit from this project in various ways since solvers are a key technology used by many methods from the applied sciences. For instance, as mentioned in [1], Bayesian optimization can be used for hyperparameter tuning in machine learning, calibrating a simulator to real world data, chemical engineering and materials discovery and many others.

[1]  David Eriksson, Michael Pearce, Jacob Gardner, Ryan D Turner, and Matthias Poloczek. Scalable global optimization via local bayesian optimization, 2019"
The Julia Language,https://julialang.org,https://summerofcode.withgoogle.com/programs/2023/organizations/the-julia-language,https://summerofcode.withgoogle.com/programs/2023/projects/7KTadSTv,"julia, CUDA.jl","Quantum Computing, GPU acceleration","QuantumClifford.jl is a package designed for simulating Quantum Clifford circuits, circuits that consist of Clifford gates. QuantumClifford.jl can be highly useful for designing Quantum error-correcting codes.


Since applying Clifford gates to Stabilizer states is mathematically similar to Linear Algebraic operations, we can utilize GPU to parallelize the process and make it significantly faster.


This Summer of Code project consists of implementing the aforementioned Clifford gate operations in GPU kernels, and then seamlessly integrating them into the rest of the QuantumClifford library."
The Julia Language,https://julialang.org,https://summerofcode.withgoogle.com/programs/2023/organizations/the-julia-language,https://summerofcode.withgoogle.com/programs/2023/projects/GSsHIPiy,"github, julia","Numerical Analysis, Time Series Analysis, dynamical systems, Attractors, Basins, Nonlinear dynamics","The main aim of this project is to expand the capabilities of Attractors.jl. We are specifically targeting three features, which are the Minimal Fatal Shock Algorithm, Automatic Attractor Characterization, and Optimizations of the recurrence algorithm.
To be more specific, these three features encompass the following aspects: a novel algorithm for predicting the behavior of arbitrary systems under critical conditions, optimization, and improvement and optimization of the existing algorithms to expand their functionality and cover the weak points. 
We are confident that incorporating these new features will result in substantial improvements of the Attractors.jl library and will be highly valued by the nonlinear dynamics community in Julia."
The Julia Language,https://julialang.org,https://summerofcode.withgoogle.com/programs/2023/organizations/the-julia-language,https://summerofcode.withgoogle.com/programs/2023/projects/IE6teU9f,julia,"Variational Inference, Bayesian computation, GPU and Batch support of Bijectors.jl","We propose to create a modular and composable library for variational inference and normalizing flow methods that emphasizes GPU compatibility and seamless integration with the Julia autograd ecosystem. The goal is to develop a user-friendly library that allows researchers and practitioners to easily construct and combine various components for variational approximation of general target distributions, without being tied to specific probabilistic programming frameworks or applications. 
Turing.jl's Bijectors.jl package offers an outstanding interface for working with normalizing flows; our project will build upon the foundation of Bijectors.jl to further enhance its capabilities and applicability. However, the current design of Bijectors.jl has several limitations such as lack of full GPU compatibility, lack of batch support, etc. Thefore, the main tasks of our projects are to address these limitations for Bijectors.jl, as well as developing the variational inference library."
FOSSology,https://fossology.org,https://summerofcode.withgoogle.com/programs/2023/organizations/fossology,https://summerofcode.withgoogle.com/programs/2023/projects/bAs5hkHh,"python, spaCy, Regex","machine learning, natural language processing, Named Entity Recognition, Text Categorization","This project’s goal is to improve the accuracy of Fossology’s copyright
detection system using machine learning. This functionality was originally
implemented in 2021 to improve the two-step process of copyright
detection used by most copyright detection software; using Regex and then
human intervention.

The machine learning approach uses Named Entity Recognition (NER) and
Part of Speech (POS) tagging to figure out which statements contain
copyright and which do not.

I’ll be working on improving all parts of the project; starting from the
dataset & preprocessing, then working my way to the NER hypothesis until
the machine learning model used and the final integration."
FOSSology,https://fossology.org,https://summerofcode.withgoogle.com/programs/2023/organizations/fossology,https://summerofcode.withgoogle.com/programs/2023/projects/lGWKqBe6,"postgresql, docker, php, rest api, Slim framework, Unit Test",web,"Fossology is focusing on the development of a new UI framework, which requires adequate support from REST APIs. However, the current state of available APIs in the Slim framework is insufficient to meet the needs of the project. There's still a need to enhance the existing APIs and add new ones to ensure sufficient support for the development of the new UI framework.

The solution involves fixing the issues with the current REST APIs and improving the parameters and result object of the existing REST APIs. This will be done by going through each module and making sure that the required API for each component is available, tested and exposed for the frontend's consumption."
FOSSology,https://fossology.org,https://summerofcode.withgoogle.com/programs/2023/organizations/fossology,https://summerofcode.withgoogle.com/programs/2023/projects/g9Oh9JTt,"postgresql, go, sql","database, REST-API","It provides a convenient and effective way for organizations to manage their use of open-source licenses. With the growing popularity of open-source software, organizations are finding it more difficult to keep track of the various licenses and terms under which they are permitted to use open-source components. Open-source licenses can be complicated, making it difficult to understand how they apply to a specific piece of software or interact with other licenses. It can be used for various purposes by organizations like FOSSology and SW360 like license identification, filtering, and managing licenses."
FOSSology,https://fossology.org,https://summerofcode.withgoogle.com/programs/2023/organizations/fossology,https://summerofcode.withgoogle.com/programs/2023/projects/7bIMZdQi,"postgresql, php, api, Slim, PHPUnit","web, api, backend",Developing the remaining REST APIs that are required to expose the database for the new FossologyUI. This proposal also focuses on implementing test cases for the existing and upcoming APIs for the Fossology server.
FOSSology,https://fossology.org,https://summerofcode.withgoogle.com/programs/2023/organizations/fossology,https://summerofcode.withgoogle.com/programs/2023/projects/DrUld2iF,"python, postgresql, c++, php","license compliance, SBOM","Currently, FOSSology generates SBOM in SPDX format, which allows for integration with various tools. However, CycloneDX is another popular format for generating SBOMs. By integrating CycloneDX report generation in FOSSology, it will be possible to work with other tools that use CycloneDX. Although a PHP library exists for generating CycloneDX reports, it cannot be used because it is licensed under Apache-2.0, while FOSSology is under GPL-2.0. Therefore, a custom implementation of CycloneDX report generation in FOSSology is necessary. So the main goal of this project focuses on the implementation of CycloneDX report generation in FOSSology."
Processing Foundation,http://processingfoundation.org,https://summerofcode.withgoogle.com/programs/2023/organizations/processing-foundation,https://summerofcode.withgoogle.com/programs/2023/projects/WGVqRdp4,"javascript, webgl, GLSL","graphics, library","In p5.js, there are two render modes: P2D (default renderer) and WEBGL. It enables the user to draw in 3D. There are many ways to implement lightning, currently p5js has implemented 8. But there is another technique to light objects, not by direct lights, but using the surrounding environment as a single light source which we call Image Based Lightning. 
In other words, the overall goal is to add 3D lighting to the object in the scene using an image."
Processing Foundation,http://processingfoundation.org,https://summerofcode.withgoogle.com/programs/2023/organizations/processing-foundation,https://summerofcode.withgoogle.com/programs/2023/projects/62XKU2Y8,"javascript, github, p5JS",web,"I propose to work on the following for enhancement of Friendly Error System :
1. Decoupling the Friendly Error System to a standalone package
2. Resolving Issues/Fixing Bugs on Friendly Errors Issues
3. Adding a new language translation(#3390) for FES error messages."
Processing Foundation,http://processingfoundation.org,https://summerofcode.withgoogle.com/programs/2023/organizations/processing-foundation,https://summerofcode.withgoogle.com/programs/2023/projects/kJWpttJC,"javascript, react, node.js, webpack, ui/ux","web, javascript, p5.js","This project focuses on the mobile responsive views implementation of the web editor.
The p5 community has over a million sketches and the p5 web editor is one of the main tools used by a lot of creators and also welcomes many newcomers.
The current implementation of the web editor doesn't work well on small-screen devices like mobile phones and tablets, having able to view, share, edit, or show the code to someone on their mobile devices when they are away from other main machines would highly enhance the accessibility of the p5 web editor. This project focuses on making the editor work on mobile devices which will help the user view, share, and edit the code of their projects on the go."
Processing Foundation,http://processingfoundation.org,https://summerofcode.withgoogle.com/programs/2023/organizations/processing-foundation,https://summerofcode.withgoogle.com/programs/2023/projects/5DBKH7wz,"java, opengl, api","vr, android, AR, Android NDK","VR and AR are an important feature of the Processing Android. But, google has stopped supporting the Google VR and moved to Cardboard SDK. Thus, this proposal aims at migrating the current VR library to Cardboard SDK for Android NDK. Also, Image Markers are an important feature of AR applications, and Google’s ARCore library supports them. So, this will be a new feature to the existing Processing Android AR library."
Processing Foundation,http://processingfoundation.org,https://summerofcode.withgoogle.com/programs/2023/organizations/processing-foundation,https://summerofcode.withgoogle.com/programs/2023/projects/9tXipZke,"javascript, webgl","documentation, performance, image processing, Shaders, Web Graphics","What’s the need for shader-based filters? Image filters in p5.js are too slow with their current pixel-by-pixel loop implementation. It frustrates students and other users who have limited computer resources when some sketches run at a few frames per second. An alternate implementation of image filters using shaders will significantly improve performance. Moreover, implementing shader filters will touch on accessibility by giving users another entry point to shader programming, and by clarifying documentation about WebGL mode."
Processing Foundation,http://processingfoundation.org,https://summerofcode.withgoogle.com/programs/2023/organizations/processing-foundation,https://summerofcode.withgoogle.com/programs/2023/projects/LnJrJmjI,"github, html, css, js, p5.js","documentation, accessibility, Usability, Website, Technical Writing","This project aims to improve the accessibility of the p5js.org site by conducting an accessibility audit to gauge the current deficits of the platform, prioritizing what changes and/or additions need to be made to improve accessibility, inclusion, and usability, and seeing those changes through by re-coding and/or re-designing the appropriate aspects of the site. This work will be completed during the months of May through August 2023, under the supervision of a mentor."
Processing Foundation,http://processingfoundation.org,https://summerofcode.withgoogle.com/programs/2023/organizations/processing-foundation,https://summerofcode.withgoogle.com/programs/2023/projects/B8qYDtdU,"javascript, p5.js","web, creative coding, Graphic design, typography","This project aims to improve the P5.js library by fixing the issue flag on GitHub, adding new features, developing new examples for typography documentation, and interviewing creative coders for feedback. The goal is to enhance the functionality and versatility of P5.js, and ensure that it remains a valuable tool for creative coders and graphic designers."
Processing Foundation,http://processingfoundation.org,https://summerofcode.withgoogle.com/programs/2023/organizations/processing-foundation,https://summerofcode.withgoogle.com/programs/2023/projects/w544i774,java,"debugging, java, Error Handling","This proposal entails revamping the existing Processing error message system so that it resembles the P5.js Friendly Error System (FES). The problem is that the current error messages are often vague and not easily understood by beginners. I plan to remedy this by ensuring each error message four components: the original error generated by the JVM, an identification of the problem an explanation of the problem and when possible, a solution to the error. The error messages should convey the severity of the error and in beginner friendly language, explain the cause of the error. The error message should also provide links to relevant documentation to contextualize the issues and also include the original JVM message. Time permitting, additional features such as translation into other languages, a log of previous errors and a button to accept user feedback."
Keploy,https://keploy.io,https://summerofcode.withgoogle.com/programs/2023/organizations/keploy,https://summerofcode.withgoogle.com/programs/2023/projects/ESka3AAp,"javascript, mongodb, redis, elasticsearch, typescript, Cloud Storage, Httpclients, Sequelize","rest apis, unit testing, SDK","My goal is to enhance the Keploy Typescript SDK's versatility and accommodate a wider range of developers and use cases. I aim to make it more flexible, allowing for easier future integration of additional technologies/databases by creating reusable code blocks.

Major deliverables:
  1. Add support for Httpclients in TypeScript 
  2. Add support for popular SQL databases using Sequelize
  3. Add support for MongoDB database
  4. Add support for cloud storage services
  5. Add support for Redis and Elasticsearch
  6. Sample Project: Include a sample application that will contain all the above integrations in the Sample-Typescript repo for seamless testing of each implementation."
Keploy,https://keploy.io,https://summerofcode.withgoogle.com/programs/2023/organizations/keploy,https://summerofcode.withgoogle.com/programs/2023/projects/m3NRu5wa,go,API Testing,"This project aims to improve Keploy CLI workflow to make the user experience smooth. Since the UI has been deprecated, we need to make sure that the CLI is fully functional and easy to scale and modify in the upcoming years. For that, we need to have a stable API with the correct design decisions, since backwards compatibility for big projects is a must.

The secondary goal of this project is to make the developer experience smooth as well. Keploy works, but the code is all over the place, unit test logic is embedded with actual code, there are lots of internal context on functions that should be better documented, etc.

The last goal is to make it easy for the maintainers of the project to accept contributions from outsiders. Currently, one of the maintainers needs to manually test the changes locally to ensure that no regression has been caused. We need to automate this process, requiring stricter unit tests (which would only be feasible for newcomers if we have the framework in place)."
X.Org Foundation,https://www.x.org,https://summerofcode.withgoogle.com/programs/2023/organizations/xorg-foundation,https://summerofcode.withgoogle.com/programs/2023/projects/kaJtz1s3,"c, linux, KUnit","unit testing, Kernel Development","This proposal aims to increase code coverage on the DRM core helpers with meaningful tests. Unfortunately, it is impractical to have 100% coverage on all core helpers in such a small time frame, so I will focus on the drm_format_helper.c, which makes the conversion between color formats.
Parallel with developing the tests, I will improve the kernel-doc when needed, create blog posts about the process, and study the DRM subsystem.
Moreover, with the knowledge gained, I will improve the xfrm functions to work with multi-plane formats."
X.Org Foundation,https://www.x.org,https://summerofcode.withgoogle.com/programs/2023/organizations/xorg-foundation,https://summerofcode.withgoogle.com/programs/2023/projects/BRWjKfFw,"c, vulkan, PipeWire, DMABUF","graphics, Videostreaming","Sharing video buffers via PipeWire requires at the moment consumers and producers to provide a common capability set of buffer type, buffer format and in case of hardware buffers drm\_modifier.
To mitigate mismatch issues, the goal is creating a PipeWire plugin, similar to the existing audioconvert one, using vulkan as the underlying technology for efficient video format conversions on hardware buffers and optional downloads to system memory.
This approach allows producers to focus solely on the most efficient buffer type and format, removing the necessity to provide a fallback to system memory buffers, or its own rendering capabilities, while consumers on the other hand get increased compatibility and don't have to support any possible format. This eases the development of a working PipeWire client, making it possible to implement support for a wider range of formats and more advanced features later."
X.Org Foundation,https://www.x.org,https://summerofcode.withgoogle.com/programs/2023/organizations/xorg-foundation,https://summerofcode.withgoogle.com/programs/2023/projects/IyeWQriR,"python, Podman",ci,"Valve CI Infrastructure currently requires to be run on an x86_64 gateway, which raises its deployment and maintenance costs. Single board computers such as Raspberry Pi offer a cheaper and easier to maintain alternative. The goal of the project is to port Valve CI Infrastructure to Raspberry Pis."
X.Org Foundation,https://www.x.org,https://summerofcode.withgoogle.com/programs/2023/organizations/xorg-foundation,https://summerofcode.withgoogle.com/programs/2023/projects/YQplnMlR,"c, c++, vulkan","graphics, driver development, Colorimetry","YCbCr is a color space used in video and digital systems to express color, where Y is the luma component and CB and CR are the blue-difference and red-difference chroma components respectively. 

This project aims to add YCbCr support to the Nouveau Vulkan driver (NVK), which opens the way for support for more applications and is also an important step towards Vulkan 1.1 compliance.

Work on this project is split into 4 phases; first investigation and reading up the relevant parts of the Vulkan specification and the open-sourced NVIDIA hardware headers, second the actual implementation and coding, and finally the third and fourth stages being verification and review where I verify that the implementation is working and conformant, and fix any issues that pop up. All this would then be followed by a merge request implementing and enabling YCbCr support in the driver."
X.Org Foundation,https://www.x.org,https://summerofcode.withgoogle.com/programs/2023/organizations/xorg-foundation,https://summerofcode.withgoogle.com/programs/2023/projects/vRcNkDIJ,"c, wayland","desktop, compositing, low latency","wlroots would benefit from a smarter frame schedule that reduces waiting
between client commits and compositing, and between compositing and scanout.
By learning how long rendering takes from previous frames, the compositor can adjust its schedule so that so that more user inputs can be collected without missing the render deadline. This project will implement frame scheduling in wlroots and adaptive logic for adjusting the schedule automatically, so that many Wayland compositors can benefit from lower latency."
Qdrant,https://qdrant.tech,https://summerofcode.withgoogle.com/programs/2023/organizations/qdrant,https://summerofcode.withgoogle.com/programs/2023/projects/kvzZHPpj,"javascript, react, rest, openapi, MUI","web, front-end, ui","Problem:

Qdrant, a vector search engine used for similarity search and clustering, lacks the necessary functionality to effectively visualize and explore vector data. This results in users relying on external tools or code to analyze and visualize their data, which can be time-consuming and require specialized knowledge. Thus, there is a critical gap in the platform's functionality that needs to be addressed.

Solution:

To address this issue, a web-based user interface will be developed that will provide l an accessible and user-friendly platform for users to interact with and explore their vector data. This tool will allow users to quickly visualize their data, perform exploratory data analysis, and gain insights into their data without relying on external code. Additionally, a web-based interface will be more accessible to a broader range of users, including those without advanced programming or data analysis skills.

Deliverables:

The proposed project aims to create a user-friendly web application with a comprehensive set of tools for managing and analyzing data. The application will be visually appealing, easy to use, and accessible on multiple devices. Documentation will also be provided to ensure ease of use and further development. The final deliverables will include a functional and deployable web-based UI for Qdrant that addresses the critical gap in the platform's functionality, making it more accessible, user-friendly, and practical for a wider range of users."
Qdrant,https://qdrant.tech,https://summerofcode.withgoogle.com/programs/2023/organizations/qdrant,https://summerofcode.withgoogle.com/programs/2023/projects/OOFGDBMY,rust,"database, Search Engines","At present, selecting a radius or bounding box to cover a desired region and then filtering the retrieved points is a viable option for narrowing down results by a specific region of interest. However, this method can become sluggish when dealing with expansive areas and entails handling location data separately in a database.
Introducing a more efficient feature for intricate geo-filters would 1) speed up the process, 2) create opportunities for novel applications, 3) open the door for further opportunities of optimization. Such a feature would be particularly beneficial for Qdrant's users dealing with vast data sets or intricate geometries"
AboutCode,https://aboutcode.org,https://summerofcode.withgoogle.com/programs/2023/organizations/aboutcode,https://summerofcode.withgoogle.com/programs/2023/projects/kw8FGmuk,python,data structures,"Currently sctk uses pyahocorasick intbitset for license detection & lxml for creating cyclonedx-xml output formats. All three of them are currently implemented as a extension of python using c or cython these libraries are important for the performance of scancode, but they need to be compiled and installed in a specific way, which may not be possible on all computers. This can make scancode less portable or difficult to use for some users who do not have the necessary tools or libraries installed on their machines. Therefore to address this issue the proposal is to create fallback dependencies, that are written in python and can be used by scancode when the required c libraries are not available making it easier to install and use on a wider range of machines"
AboutCode,https://aboutcode.org,https://summerofcode.withgoogle.com/programs/2023/organizations/aboutcode,https://summerofcode.withgoogle.com/programs/2023/projects/KJcxgoj5,"python, postgresql, django, git, jquery",web,"Software packages vulnerabilities :
let's say we have a security team that wants to track new vulnerabilities in the open source software packages , the security team subscribe to the account of each package by package-url

then security teams review the new vulnerability information and validate the package vulnerable version range of x database by posting reviews and comments . Every project could get its own ActivityPub account .The security teams could get their own using any ActivityPub server ."
GeomScale,https://geomscale.github.io,https://summerofcode.withgoogle.com/programs/2023/organizations/geomscale,https://summerofcode.withgoogle.com/programs/2023/projects/FHAnvNUp,"python, c++","Markov Chain Monte Carlo, Metabolic Networks","My proposal is to extend the Python package dingo with two Markov Chain Monte Carlo sampling methods, which will enable exponential sampling from the set of flux vectors for constraint-based metabolic modelling. The sampling methods - NUTS Reflective Hamiltonian Monte Carlo, Reflective Exact HMC, and Riemannian Hamiltonian Monte Carlo - have already been implemented in C++ and integrated into the volesti codebase. The extended C++ bindings and Python wrappers will enable access to these methods through dingo.

This will involve running experiments on benchmark metabolic networks to compare the results obtained from the new random walks and the existing Multiphase Monte Carlo Sampling method based on Billiard walk. The experiments will generate new biological insights by providing an exponential sampling of flux vectors, which will allow for an unbiased characterization of the metabolic capabilities of biochemical networks. The final deliverables of the project will be the extended dingo package, the results of the experiments, and a brief report discussing the findings."
GeomScale,https://geomscale.github.io,https://summerofcode.withgoogle.com/programs/2023/organizations/geomscale,https://summerofcode.withgoogle.com/programs/2023/projects/g3A99uhs,"python, Linear Programming Theory, Basic computational geometry background, Exposure with Mathematical Software is advantage",machine learning,"This project will improve the memory allocation in the main routine for facet redundancy removal in GeomScale's Python package dingo. The project is expected to highly improve the run-time of the preprocessing of a metabolic network with dingo. Thus, that will be an important contribution that will allow for preprocessing of large metabolic networks in Systems Biology."
GeomScale,https://geomscale.github.io,https://summerofcode.withgoogle.com/programs/2023/organizations/geomscale,https://summerofcode.withgoogle.com/programs/2023/projects/Ju6SPJP1,"python, github, c++, r",Process Optimization,"The main goal of this project is to create a dedicated repository for the R interface code of Volesti, a tool developed by GeomScale for volume computation and sampling in high dimensions. Currently, both the C++ and R interface code reside in the same repository. To achieve this, the existing codebase will be split into two separate repositories. This separation will involve modifying the package description file, R documentation files and R source code files in the new R interface repository. Additionally, the existing tests will be adjusted to match the new package structure and a comprehensive set of test cases will be developed to cover all the essential features of the R interface. Furthermore, the R interface code will be updated to ensure compatibility with the latest versions. Lastly, thorough documentation will be created for the new R interface, explaining the functionality of various functions and arguments, providing practical examples of package usage and demonstrating how the R package integrates with the wider Volesti ecosystem."
FreeType,https://freetype.org,https://summerofcode.withgoogle.com/programs/2023/organizations/freetype,https://summerofcode.withgoogle.com/programs/2023/projects/WTILl9LD,"c, html, unix, build tools","automation, performance, benchmarking","The goal of this project is to improve the ftbench program in FreeType's build structure for easier performance testing. The current manual process is slow and prone to errors. The plan is to create an automatic system to compare the performance of an older version with the current one. The project involves making a way to compare performance, creating an easy-to-read HTML report, and adding the report to FreeType's CI on GitLab. The final results include the comparison method, the HTML report, the CI integration, and clear documentation."
FreeType,https://freetype.org,https://summerofcode.withgoogle.com/programs/2023/organizations/freetype,https://summerofcode.withgoogle.com/programs/2023/projects/vnrdFMIr,"c, rust, markdown","Font, Font Rasterization","Investigate and implement alternative font renderers in FreeType, including:

• font-rs: A font renderer developed by Raph Levien. A blogpost describes some of its 
features in more detail. It claims to be much faster than FreeType's anti-aliasing rendering module by using different data structures, SIMD optimizations etc.

• font-go: Port of font-rs to the Go programming language, includes a fixed-point 
implementation that is allegedly 1.4 times faster.

• fontdue: It is another rendering engine based on font-rs, and it claims to be even faster and is actively developed. Additional discussion can be found here.

• Pathfinder: Another project inspired by font-rs is Pathfinder, which takes advantages of GPU rendering.

The project involves continuing and eventually finalizing the GSoC 2022 contribution, including but not limited to improving build system support, adding SIMD optimizations to more processors, improving documentation etc"
FreeType,https://freetype.org,https://summerofcode.withgoogle.com/programs/2023/organizations/freetype,https://summerofcode.withgoogle.com/programs/2023/projects/s3CapZKT,"c, linux",Text Rendering,"It is easy to render fonts well on screens with high pixel density.  However, straightforward algorithms run into problems when rendering with few pixels available.  For example, fonts where the capital “O” is taller than the capital “T”, or vice versa, should have these characters rendered at the same height when few pixels are available to avoid bumpy-looking text.  Many modern font formats  contain “hints” in these cases, which tell the renderer how it should align each symbol in the font to the pixel grid to create the most legible and consistent rendering.  However, not all fonts and font formats contain hints.  In these cases, the auto-hinter can be enabled, which analyzes the shapes in the font to fix some common issues that would normally be fixed by manually added hints.  This project aims to further improve this process by adding corrections for specific letters, such as “i”, where the dot can merge with the stem, and “ñ”, where the tilde can lose its shape and become flat.  These changes would be described in a capabilities database with a format designed as part of the project."
Oppia Foundation,https://www.oppia.org,https://summerofcode.withgoogle.com/programs/2023/organizations/oppia-foundation,https://summerofcode.withgoogle.com/programs/2023/projects/KyecKJP2,"python, typescript",web,"Presently, reviewing translations is a tedious task for translation reviewers, mainly due to the current workflow of the contributor dashboard. This proposal aims to improve the workflow of the contributor dashboard overall by implementing various features that will enhance the user journey."
Oppia Foundation,https://www.oppia.org,https://summerofcode.withgoogle.com/programs/2023/organizations/oppia-foundation,https://summerofcode.withgoogle.com/programs/2023/projects/MJCgQ0DY,"python, google app engine, angular, typescript, Unit testing, Apache Beam Jobs, E2E testing","web development, big data","A redesign of the admin page for the contributor dashboard. The new design will include a table view of all contributors, with important statistics such as the number of translations, questions submitted, and reviews performed. Each row in the table will represent a contributor and will be interactive, allowing the admin to modify their contribution rights as necessary. This revamp will enhance the functionality and usability of the contributor dashboard for administrators. This is an internal portal so it will be used by language and questions admins as well as super admin. The technical part includes making storage schema to store the newly curated stats, writing Apache-beam Jobs to do big Data operations to handle existing data, making controller level changes, building the frontend with angular, unit testing for frontend as well as backend, e2e tests for frontend."
Oppia Foundation,https://www.oppia.org,https://summerofcode.withgoogle.com/programs/2023/organizations/oppia-foundation,https://summerofcode.withgoogle.com/programs/2023/projects/M8gOyZft,"html, css, angular, typescript","education, accessibility","With this proposal, my aim is to make Oppia's learner-facing pages more accessible by by learners having any form of disability. My suggested method involves two-fold approach.

I'll start by addressing the accessibility issues (a11y) that have already been reported on the site. This will entail addressing difficulties with heading-related issues, focus management, colour contrast, and more. Many of these a11y issues have contributors associated to them. While I resolve the unassigned problems, I will be available to help any contributors who get stuck or require further support.


Second, I'll utilise Lighthouse to evaluate every Oppia page that is intended for students, raising their accessibility scores to a perfect 100. Each learner-facing page's Lighthouse test audits will need to be examined in order to make the necessary changes. This will include adding alternative text for images, making sure header tags have the right semantic structure, and making sure aria-roles are contained by the appropriate parent.

Also, in order to aid contributors in understanding the Lighthouse audit procedure and troubleshooting any potential problems that may emerge throughout testing, I will be adding guidance on how to debug Lighthouse tests to the Oppia documentation."
